starttime,macaddr,signallevel,macaddr,signallevel,macaddr,signallevel,macaddr,signallevel,macaddr,signallevel,macaddr,signallevel,macaddr,signallevel,macaddr,signallevel,macaddr,signallevel,macaddr,signallevel,macaddr,signallevel,macaddr,signallevel
1294462601.17,00:1C:F0:CB:EC:5B,-66,,,,,,,,,,,,,,,,,,,,,,
1294462624.12,00:1C:F0:CB:EC:5B,-66,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:92,-56,00:1C:F0:CB:EC:89,-68,,,,,,,,,,,,,,,,
1294462647.05,00:1C:F0:CB:EC:5B,-73,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:92,-56,00:19:5B:77:A5:EE,-81,00:0C:42:68:DE:D3,-82,,,,,,,,,,,,,,
1294462669.91,00:1C:F0:CB:EC:5B,-79,00:19:5B:77:A5:EE,-83,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,,,,,
1294462712.73,00:1C:F0:CB:EC:5B,-69,00:1C:F0:CB:EC:89,-76,00:19:5B:77:A5:EE,-82,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,,,
1294462735.57,00:19:5B:77:A5:EE,-82,00:0C:42:68:DE:D3,-83,00:15:6D:65:17:B6,-76,,,,,,,,,,,,,,,,,,
1294462758.31,00:1C:F0:CB:EC:89,-81,00:1C:F0:CB:EC:5B,-71,00:15:6D:65:17:B6,-73,00:15:6D:67:1D:F3,-86,00:1C:F0:CB:EC:92,-56,00:19:5B:77:A5:EE,-81,00:0C:42:68:DE:D3,-84,,,,,,,,,,
1294462781.15,00:1C:F0:CB:EC:89,-75,00:1C:F0:CB:EC:5B,-65,00:1C:F0:CB:EC:92,-53,00:19:5B:77:A5:EE,-81,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,
1294462803.99,00:1C:F0:CB:EC:89,-79,00:1C:F0:CB:EC:5B,-73,00:1C:F0:CB:EC:92,-73,00:19:5B:77:A5:EE,-81,00:0C:42:68:DE:D3,-83,00:15:6D:65:17:B6,-73,,,,,,,,,,,,
1294462826.84,00:1C:F0:CB:EC:5B,-69,00:19:5B:77:A5:EE,-81,00:0C:42:68:DE:D3,-84,00:15:6D:65:17:B6,-73,00:15:6D:67:1D:F3,-83,,,,,,,,,,,,,,
1294462849.78,00:1C:F0:CB:EC:5B,-69,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:89,-75,,,,,,,,,,,,,,,,,,
1294462892.7,00:1C:F0:CB:EC:89,-76,00:0C:42:68:DE:D3,-84,00:19:5B:77:A5:EE,-83,,,,,,,,,,,,,,,,,,
1294462915.45,00:15:6D:65:17:B6,-74,00:1C:F0:CB:EC:92,-75,00:1C:F0:CB:EC:95,-81,,,,,,,,,,,,,,,,,,
1294462938.3,00:1C:F0:CB:EC:95,-77,00:1C:F0:CB:EC:5B,-72,00:1C:F0:CB:EC:89,-78,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:70,-84,00:0C:42:68:DE:D3,-84,,,,,,,,,,,,
1294462961.14,00:1C:F0:CB:EC:5B,-69,00:0C:42:68:DE:D3,-82,00:1C:F0:CB:EC:92,-53,,,,,,,,,,,,,,,,,,
1294462984.01,00:0C:42:68:DE:D3,-82,00:1C:F0:CB:EC:92,-60,00:15:6D:65:17:B6,-76,,,,,,,,,,,,,,,,,,
1294463006.87,00:0C:42:68:DE:D3,-85,00:1C:F0:CB:EC:5B,-69,,,,,,,,,,,,,,,,,,,,
1294463029.61,00:0C:42:68:DE:D3,-84,00:1C:F0:CB:EC:5B,-69,00:15:6D:65:17:B6,-75,00:1C:F0:CB:EC:89,-76,00:19:5B:77:A5:EE,-81,,,,,,,,,,,,,,
1294463072.51,00:0C:42:68:DE:D3,-84,,,,,,,,,,,,,,,,,,,,,,
1294463095.26,00:1C:F0:CB:EC:89,-75,,,,,,,,,,,,,,,,,,,,,,
1294463118.01,00:15:6D:65:17:B6,-75,00:1C:F0:CB:EC:95,-80,00:1C:F0:CB:EC:70,-86,00:1C:F0:CB:EC:89,-78,00:19:5B:77:A5:EE,-83,,,,,,,,,,,,,,
1294463140.84,00:1C:F0:CB:EC:70,-86,00:19:5B:77:A5:EE,-82,00:1C:F0:CB:EC:92,-57,00:0C:42:68:DE:D3,-84,,,,,,,,,,,,,,,,
1294463163.79,00:19:5B:77:A5:EE,-83,00:1C:F0:CB:EC:92,-63,00:1C:F0:CB:EC:5B,-70,,,,,,,,,,,,,,,,,,
1294463186.64,00:19:5B:77:A5:EE,-83,00:1C:F0:CB:EC:5B,-71,00:15:6D:65:17:B6,-73,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,,,
1294463209.58,00:1C:F0:CB:EC:5B,-72,00:0C:42:68:DE:D3,-84,00:1C:F0:CB:EC:92,-61,,,,,,,,,,,,,,,,,,
1294463252.61,00:0C:42:68:DE:D3,-82,00:1C:F0:CB:EC:92,-66,00:15:6D:65:17:B6,-73,,,,,,,,,,,,,,,,,,
1294463275.45,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,,,,,,,,,
1294463298.39,00:0C:42:68:DE:D3,-83,00:1C:F0:CB:EC:95,-82,00:1C:F0:CB:EC:89,-74,,,,,,,,,,,,,,,,,,
1294463321.33,00:1C:F0:CB:EC:95,-77,00:1C:F0:CB:EC:89,-78,00:1C:F0:CB:EC:92,-54,00:15:6D:65:17:B6,-74,,,,,,,,,,,,,,,,
1294463344.26,00:1C:F0:CB:EC:89,-74,,,,,,,,,,,,,,,,,,,,,,
1294463367.11,00:0C:42:68:DE:D3,-83,00:15:6D:65:17:B6,-75,00:1C:F0:CB:EC:95,-79,,,,,,,,,,,,,,,,,,
1294463390.05,00:0C:42:68:DE:D3,-83,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:95,-78,00:19:5B:77:A5:EE,-82,,,,,,,,,,,,,,,,
1294463432.98,00:0C:42:68:DE:D3,-85,00:1C:F0:CB:EC:95,-80,,,,,,,,,,,,,,,,,,,,
1294463455.81,00:0C:42:68:DE:D3,-83,00:15:6D:65:17:B6,-73,,,,,,,,,,,,,,,,,,,,
1294463478.76,00:0C:42:68:DE:D3,-83,00:1C:F0:CB:EC:70,-84,00:1C:F0:CB:EC:92,-54,00:1C:F0:CB:EC:95,-81,00:1C:F0:CB:EC:89,-75,,,,,,,,,,,,,,
1294463501.7,00:1C:F0:CB:EC:95,-81,,,,,,,,,,,,,,,,,,,,,,
1294463524.55,00:1C:F0:CB:EC:92,-54,00:1C:F0:CB:EC:5B,-67,,,,,,,,,,,,,,,,,,,,
1294463547.52,00:1C:F0:CB:EC:5B,-67,00:1C:F0:CB:EC:89,-75,00:1C:F0:CB:EC:95,-81,,,,,,,,,,,,,,,,,,
1294463570.47,00:1C:F0:CB:EC:89,-77,00:1C:F0:CB:EC:95,-81,,,,,,,,,,,,,,,,,,,,
1294463613.5,00:1C:F0:CB:EC:95,-78,00:19:5B:77:A5:EE,-81,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,,,,,
1294463636.46,00:19:5B:77:A5:EE,-81,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,,,,,,,
1294463659.41,00:19:5B:77:A5:EE,-82,00:0C:42:68:DE:D3,-83,00:1C:F0:CB:EC:5B,-78,00:1C:F0:CB:EC:70,-88,,,,,,,,,,,,,,,,
1294463682.35,00:19:5B:77:A5:EE,-82,00:0C:42:68:DE:D3,-83,00:1C:F0:CB:EC:5B,-69,00:1C:F0:CB:EC:70,-85,00:15:6D:65:17:B6,-74,00:1C:F0:CB:EC:89,-78,,,,,,,,,,,,
1294463705.31,00:19:5B:77:A5:EE,-81,00:1C:F0:CB:EC:5B,-74,00:1C:F0:CB:EC:92,-59,,,,,,,,,,,,,,,,,,
1294463728.25,00:19:5B:77:A5:EE,-80,00:1C:F0:CB:EC:92,-53,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,,,,,
1294463751.1,00:19:5B:77:A5:EE,-82,00:0C:42:68:DE:D3,-83,00:1C:F0:CB:EC:89,-76,00:1C:F0:CB:EC:5B,-69,,,,,,,,,,,,,,,,
1294463794.1,00:1C:F0:CB:EC:5B,-72,00:1C:F0:CB:EC:92,-54,00:1C:F0:CB:EC:95,-82,,,,,,,,,,,,,,,,,,
1294463817.04,00:1C:F0:CB:EC:5B,-67,00:1C:F0:CB:EC:92,-73,00:1C:F0:CB:EC:95,-82,00:15:6D:65:17:B6,-73,,,,,,,,,,,,,,,,
1294463839.99,00:1C:F0:CB:EC:92,-54,00:1C:F0:CB:EC:95,-81,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:89,-74,00:0C:42:68:DE:D3,-82,,,,,,,,,,,,,,
1294463862.94,00:0C:42:68:DE:D3,-81,,,,,,,,,,,,,,,,,,,,,,
1294463885.78,00:1C:F0:CB:EC:5B,-72,,,,,,,,,,,,,,,,,,,,,,
1294463908.61,00:1C:F0:CB:EC:95,-81,00:19:5B:77:A5:EE,-82,00:0C:42:68:DE:D3,-84,,,,,,,,,,,,,,,,,,
1294463931.47,00:19:5B:77:A5:EE,-83,00:0C:42:68:DE:D3,-83,00:15:6D:65:17:B6,-72,00:1C:F0:CB:EC:92,-57,,,,,,,,,,,,,,,,
1294463974.4,00:0C:42:68:DE:D3,-83,00:1C:F0:CB:EC:92,-67,00:15:6D:65:17:B6,-74,00:1C:F0:CB:EC:89,-72,,,,,,,,,,,,,,,,
1294463997.23,00:1C:F0:CB:EC:92,-66,00:15:6D:65:17:B6,-75,00:1C:F0:CB:EC:5B,-67,,,,,,,,,,,,,,,,,,
1294464020.08,00:15:6D:65:17:B6,-72,00:1C:F0:CB:EC:5B,-66,00:0C:42:68:DE:D3,-83,00:1C:F0:CB:EC:89,-68,00:1C:F0:CB:EC:95,-82,,,,,,,,,,,,,,
1294464043.12,00:15:6D:65:17:B6,-75,00:1C:F0:CB:EC:5B,-69,00:1C:F0:CB:EC:95,-80,,,,,,,,,,,,,,,,,,
1294464066.07,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:5B,-67,00:1C:F0:CB:EC:95,-80,00:0C:42:68:DE:D3,-82,,,,,,,,,,,,,,,,
1294464089.02,00:1C:F0:CB:EC:95,-81,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,,,,,,,
1294464111.95,,,,,,,,,,,,,,,,,,,,,,,,
1294464134.9,00:1C:F0:CB:EC:92,-60,00:1C:F0:CB:EC:89,-77,00:1C:F0:CB:EC:95,-81,00:0C:42:68:DE:D3,-83,00:19:5B:77:A5:EE,-81,,,,,,,,,,,,,,
1294464157.75,00:1C:F0:CB:EC:89,-79,00:15:6D:65:17:B6,-77,,,,,,,,,,,,,,,,,,,,
1294464180.6,00:1C:F0:CB:EC:89,-70,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:5B,-71,00:1C:F0:CB:EC:95,-79,00:0C:42:68:DE:D3,-85,00:19:5B:77:A5:EE,-82,,,,,,,,,,,,
1294464203.44,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:95,-81,00:0C:42:68:DE:D3,-84,00:19:5B:77:A5:EE,-82,,,,,,,,,,,,,,,,
1294464226.3,00:1C:F0:CB:EC:95,-80,00:19:5B:77:A5:EE,-81,00:1C:F0:CB:EC:92,-53,00:1C:F0:CB:EC:5B,-81,,,,,,,,,,,,,,,,
1294464249.16,00:1C:F0:CB:EC:95,-82,00:19:5B:77:A5:EE,-83,00:1C:F0:CB:EC:92,-53,00:0C:42:68:DE:D3,-80,00:1C:F0:CB:EC:89,-73,00:1C:F0:CB:EC:5B,-68,,,,,,,,,,,,
1294464274.95,00:1C:F0:CB:EC:92,-62,00:0C:42:68:DE:D3,-84,00:1C:F0:CB:EC:5B,-68,00:1C:F0:CB:EC:70,-84,,,,,,,,,,,,,,,,
1294464297.79,00:0C:42:68:DE:D3,-84,00:1C:F0:CB:EC:5B,-72,00:15:6D:65:17:B6,-74,00:19:5B:77:A5:EE,-83,,,,,,,,,,,,,,,,
1294464320.62,00:0C:42:68:DE:D3,-83,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:89,-72,00:1C:F0:CB:EC:70,-84,00:1C:F0:CB:EC:92,-54,00:1C:F0:CB:EC:5B,-69,00:19:5B:77:A5:EE,-82,,,,,,,,,,
1294464343.47,00:0C:42:68:DE:D3,-84,00:1C:F0:CB:EC:92,-54,00:1C:F0:CB:EC:5B,-77,00:19:5B:77:A5:EE,-83,,,,,,,,,,,,,,,,
1294464366.3,00:0C:42:68:DE:D3,-84,00:1C:F0:CB:EC:92,-53,00:15:6D:65:17:B6,-73,,,,,,,,,,,,,,,,,,
1294464389.15,00:1C:F0:CB:EC:92,-52,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:5B,-68,00:1C:F0:CB:EC:89,-75,,,,,,,,,,,,,,,,
1294464412.09,00:1C:F0:CB:EC:5B,-70,00:0C:42:68:DE:D3,-83,00:19:5B:77:A5:EE,-83,,,,,,,,,,,,,,,,,,
1294464434.94,00:0C:42:68:DE:D3,-83,00:19:5B:77:A5:EE,-81,00:1C:F0:CB:EC:92,-66,00:15:6D:65:17:B6,-76,,,,,,,,,,,,,,,,
1294464457.88,00:19:5B:77:A5:EE,-83,00:1C:F0:CB:EC:92,-61,00:15:6D:65:17:B6,-75,00:1C:F0:CB:EC:89,-75,00:1C:F0:CB:EC:95,-82,,,,,,,,,,,,,,
1294464480.83,00:15:6D:65:17:B6,-76,00:1C:F0:CB:EC:89,-76,00:0C:42:68:DE:D3,-82,,,,,,,,,,,,,,,,,,
1294464503.7,00:15:6D:65:17:B6,-76,00:1C:F0:CB:EC:89,-75,00:0C:42:68:DE:D3,-82,00:1C:F0:CB:EC:5B,-72,00:1C:F0:CB:EC:70,-85,,,,,,,,,,,,,,
1294464526.54,00:1C:F0:CB:EC:89,-70,00:1C:F0:CB:EC:5B,-70,,,,,,,,,,,,,,,,,,,,
1294464549.39,00:1C:F0:CB:EC:5B,-68,00:1C:F0:CB:EC:70,-85,00:1C:F0:CB:EC:95,-79,00:0C:42:68:DE:D3,-82,,,,,,,,,,,,,,,,
1294464572.34,00:1C:F0:CB:EC:5B,-70,00:1C:F0:CB:EC:95,-81,00:0C:42:68:DE:D3,-85,,,,,,,,,,,,,,,,,,
1294464595.28,00:15:6D:65:17:B6,-75,00:1C:F0:CB:EC:89,-78,,,,,,,,,,,,,,,,,,,,
1294464618.13,00:15:6D:65:17:B6,-76,00:1C:F0:CB:EC:89,-72,00:1C:F0:CB:EC:95,-80,00:0C:42:68:DE:D3,-82,00:19:5B:77:A5:EE,-81,,,,,,,,,,,,,,
1294464640.97,00:19:5B:77:A5:EE,-81,,,,,,,,,,,,,,,,,,,,,,
1294464663.81,00:19:5B:77:A5:EE,-81,00:1C:F0:CB:EC:92,-54,00:15:6D:65:17:B6,-75,00:1C:F0:CB:EC:89,-79,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,
1294464686.77,00:19:5B:77:A5:EE,-83,00:1C:F0:CB:EC:92,-54,00:15:6D:65:17:B6,-75,00:1C:F0:CB:EC:89,-73,00:0C:42:68:DE:D3,-84,,,,,,,,,,,,,,
1294464709.61,00:15:6D:65:17:B6,-75,,,,,,,,,,,,,,,,,,,,,,
1294464752.65,00:1C:F0:CB:EC:5B,-68,00:0C:42:68:DE:D3,-83,00:1C:F0:CB:EC:70,-84,00:1C:F0:CB:EC:95,-81,,,,,,,,,,,,,,,,
1294464775.68,00:1C:F0:CB:EC:70,-86,00:1C:F0:CB:EC:95,-81,,,,,,,,,,,,,,,,,,,,
1294464798.52,00:15:6D:65:17:B6,-72,00:1C:F0:CB:EC:5B,-72,00:1C:F0:CB:EC:95,-81,,,,,,,,,,,,,,,,,,
1294464821.48,00:1C:F0:CB:EC:95,-80,00:1C:F0:CB:EC:92,-53,,,,,,,,,,,,,,,,,,,,
1294464844.32,00:1C:F0:CB:EC:89,-72,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,,,,,,,
1294464867.07,00:1C:F0:CB:EC:95,-79,00:1C:F0:CB:EC:5B,-68,,,,,,,,,,,,,,,,,,,,
1294464890.03,00:1C:F0:CB:EC:95,-79,00:1C:F0:CB:EC:5B,-69,00:0C:42:68:DE:D3,-84,,,,,,,,,,,,,,,,,,
1294464933.03,00:19:5B:77:A5:EE,-82,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:92,-60,00:1C:F0:CB:EC:89,-74,00:0C:42:68:DE:D3,-82,,,,,,,,,,,,,,
1294464955.98,00:19:5B:77:A5:EE,-83,00:15:6D:65:17:B6,-74,00:1C:F0:CB:EC:92,-56,00:1C:F0:CB:EC:89,-74,00:1C:F0:CB:EC:95,-82,,,,,,,,,,,,,,
1294464978.93,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:92,-60,00:1C:F0:CB:EC:89,-77,00:1C:F0:CB:EC:95,-81,00:0C:42:68:DE:D3,-82,,,,,,,,,,,,,,
1294465001.78,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:95,-81,00:19:5B:77:A5:EE,-82,,,,,,,,,,,,,,,,,,
1294465024.72,00:1C:F0:CB:EC:89,-74,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,,,,,,,
1294465047.56,00:1C:F0:CB:EC:89,-72,00:1C:F0:CB:EC:92,-54,,,,,,,,,,,,,,,,,,,,
1294465070.5,00:1C:F0:CB:EC:92,-63,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:95,-81,00:0C:42:68:DE:D3,-83,00:19:5B:77:A5:EE,-84,,,,,,,,,,,,,,
1294465113.53,00:1C:F0:CB:EC:92,-53,00:1C:F0:CB:EC:95,-79,00:19:5B:77:A5:EE,-82,00:1C:F0:CB:EC:89,-75,00:1C:F0:CB:EC:70,-85,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,
1294465136.26,00:1C:F0:CB:EC:92,-53,00:1C:F0:CB:EC:95,-79,00:19:5B:77:A5:EE,-84,00:1C:F0:CB:EC:89,-74,00:0C:42:68:DE:D3,-82,00:15:6D:65:17:B6,-72,,,,,,,,,,,,
1294465159.21,00:1C:F0:CB:EC:92,-62,00:1C:F0:CB:EC:95,-81,00:19:5B:77:A5:EE,-81,00:1C:F0:CB:EC:89,-75,00:0C:42:68:DE:D3,-82,00:15:6D:65:17:B6,-74,00:1C:F0:CB:EC:70,-84,,,,,,,,,,
1294465182.06,00:1C:F0:CB:EC:92,-54,00:1C:F0:CB:EC:95,-81,00:1C:F0:CB:EC:89,-74,00:15:6D:65:17:B6,-73,,,,,,,,,,,,,,,,
1294465204.99,00:1C:F0:CB:EC:92,-54,00:1C:F0:CB:EC:89,-73,00:15:6D:65:17:B6,-75,,,,,,,,,,,,,,,,,,
1294465227.83,00:1C:F0:CB:EC:92,-52,00:0C:42:68:DE:D3,-85,00:1C:F0:CB:EC:95,-83,,,,,,,,,,,,,,,,,,
1294465250.65,00:1C:F0:CB:EC:92,-74,00:0C:42:68:DE:D3,-84,00:1C:F0:CB:EC:95,-83,,,,,,,,,,,,,,,,,,
1294465293.57,00:1C:F0:CB:EC:89,-77,00:1C:F0:CB:EC:92,-57,00:19:5B:6C:C0:2A,-84,,,,,,,,,,,,,,,,,,
1294465316.44,00:1C:F0:CB:EC:92,-54,00:1C:F0:CB:EC:5B,-68,00:1C:F0:CB:EC:95,-82,00:19:5B:77:A5:EE,-82,,,,,,,,,,,,,,,,
1294465339.37,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:89,-74,00:1C:F0:CB:EC:92,-56,,,,,,,,,,,,,,,,,,
1294465362.22,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:95,-82,,,,,,,,,,,,,,,,,,,,
1294465385.05,00:1C:F0:CB:EC:95,-82,00:1C:F0:CB:EC:92,-56,00:1C:F0:CB:EC:89,-72,,,,,,,,,,,,,,,,,,
1294465407.9,00:1C:F0:CB:EC:95,-82,00:1C:F0:CB:EC:92,-53,00:1C:F0:CB:EC:89,-73,00:1C:F0:CB:EC:5B,-67,00:0C:42:68:DE:D3,-84,00:1C:F0:CB:EC:70,-86,,,,,,,,,,,,
1294465430.74,00:1C:F0:CB:EC:95,-80,00:1C:F0:CB:EC:89,-72,00:1C:F0:CB:EC:5B,-69,,,,,,,,,,,,,,,,,,
1294465473.76,00:1C:F0:CB:EC:92,-57,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,,,,,,,
1294465496.59,00:0C:42:68:DE:D3,-83,00:1C:F0:CB:EC:70,-84,00:1C:F0:CB:EC:5B,-76,,,,,,,,,,,,,,,,,,
1294465519.53,00:0C:42:68:DE:D3,-84,00:1C:F0:CB:EC:95,-81,00:1C:F0:CB:EC:5B,-70,,,,,,,,,,,,,,,,,,
1294465542.39,00:0C:42:68:DE:D3,-84,00:1C:F0:CB:EC:95,-82,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:89,-74,,,,,,,,,,,,,,,,
1294465565.22,00:0C:42:68:DE:D3,-84,00:1C:F0:CB:EC:95,-82,00:1C:F0:CB:EC:89,-72,00:1C:F0:CB:EC:70,-85,00:1C:F0:CB:EC:5B,-72,,,,,,,,,,,,,,
1294465588.07,00:1C:F0:CB:EC:95,-81,00:1C:F0:CB:EC:5B,-75,00:15:6D:65:17:B6,-74,,,,,,,,,,,,,,,,,,
1294465611.02,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:92,-54,00:19:5B:77:A5:EE,-83,,,,,,,,,,,,,,,,,,
1294465653.95,00:1C:F0:CB:EC:92,-53,00:1C:F0:CB:EC:89,-75,00:1C:F0:CB:EC:5B,-70,,,,,,,,,,,,,,,,,,
1294465676.78,00:1C:F0:CB:EC:89,-72,00:1C:F0:CB:EC:5B,-70,00:1C:F0:CB:EC:95,-81,00:0C:42:68:DE:D3,-85,,,,,,,,,,,,,,,,
1294465699.62,00:1C:F0:CB:EC:89,-72,00:1C:F0:CB:EC:5B,-66,00:0C:42:68:DE:D3,-82,00:15:6D:65:17:B6,-74,00:19:5B:77:A5:EE,-81,,,,,,,,,,,,,,
1294465722.46,00:1C:F0:CB:EC:89,-79,00:1C:F0:CB:EC:5B,-72,00:0C:42:68:DE:D3,-83,00:1C:F0:CB:EC:95,-82,,,,,,,,,,,,,,,,
1294465745.4,00:1C:F0:CB:EC:95,-81,00:15:6D:65:17:B6,-75,,,,,,,,,,,,,,,,,,,,
1294465768.33,00:1C:F0:CB:EC:95,-81,00:15:6D:65:17:B6,-74,00:1C:F0:CB:EC:5B,-69,00:19:5B:77:A5:EE,-79,,,,,,,,,,,,,,,,
1294465791.28,00:1C:F0:CB:EC:5B,-71,00:1C:F0:CB:EC:92,-54,00:0C:42:68:DE:D3,-84,,,,,,,,,,,,,,,,,,
1294465834.19,00:1C:F0:CB:EC:95,-82,00:15:6D:65:17:B6,-73,00:19:5B:77:A5:EE,-82,,,,,,,,,,,,,,,,,,
1294465857.13,00:19:5B:77:A5:EE,-83,00:0C:42:68:DE:D3,-84,,,,,,,,,,,,,,,,,,,,
1294465879.96,00:19:5B:77:A5:EE,-84,00:0C:42:68:DE:D3,-82,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:92,-69,00:1C:F0:CB:EC:89,-78,00:1C:F0:CB:EC:5B,-75,,,,,,,,,,,,
1294465902.69,00:19:5B:77:A5:EE,-82,00:0C:42:68:DE:D3,-84,00:15:6D:65:17:B6,-76,00:1C:F0:CB:EC:89,-73,00:1C:F0:CB:EC:5B,-78,,,,,,,,,,,,,,
1294465925.65,00:19:5B:77:A5:EE,-84,00:0C:42:68:DE:D3,-85,00:1C:F0:CB:EC:89,-72,00:1C:F0:CB:EC:5B,-78,00:1C:F0:CB:EC:92,-54,,,,,,,,,,,,,,
1294465948.59,00:19:5B:77:A5:EE,-84,00:0C:42:68:DE:D3,-84,00:1C:F0:CB:EC:92,-77,,,,,,,,,,,,,,,,,,
1294465971.34,00:19:5B:77:A5:EE,-83,00:1C:F0:CB:EC:92,-68,00:1C:F0:CB:EC:5B,-80,,,,,,,,,,,,,,,,,,
1294466014.36,00:19:5B:77:A5:EE,-83,00:15:6D:65:17:B6,-73,,,,,,,,,,,,,,,,,,,,
1294466037.2,00:19:5B:77:A5:EE,-83,00:1C:F0:CB:EC:92,-63,00:1C:F0:CB:EC:89,-73,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,,,
1294466060.14,00:19:5B:77:A5:EE,-81,00:1C:F0:CB:EC:92,-54,00:0C:42:68:DE:D3,-83,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:5B,-75,00:1C:F0:CB:EC:89,-69,,,,,,,,,,,,
1294466083.0,00:19:5B:77:A5:EE,-84,00:1C:F0:CB:EC:92,-55,00:0C:42:68:DE:D3,-83,00:1C:F0:CB:EC:5B,-79,00:1C:F0:CB:EC:89,-73,,,,,,,,,,,,,,
1294466105.83,00:1C:F0:CB:EC:5B,-76,00:15:6D:65:17:B6,-74,,,,,,,,,,,,,,,,,,,,
1294466128.67,00:1C:F0:CB:EC:5B,-69,00:1C:F0:CB:EC:95,-81,,,,,,,,,,,,,,,,,,,,
1294466151.65,00:1C:F0:CB:EC:5B,-69,00:1C:F0:CB:EC:95,-80,00:1C:F0:CB:EC:92,-66,00:1C:F0:CB:EC:89,-72,,,,,,,,,,,,,,,,
1294466194.58,00:1C:F0:CB:EC:5B,-80,00:1C:F0:CB:EC:95,-82,00:1C:F0:CB:EC:92,-57,00:0C:42:68:DE:D3,-84,,,,,,,,,,,,,,,,
1294466217.43,00:1C:F0:CB:EC:95,-81,00:1C:F0:CB:EC:92,-63,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,,,,,
1294466240.29,00:1C:F0:CB:EC:95,-79,00:15:6D:65:17:B6,-77,00:1C:F0:CB:EC:5B,-78,,,,,,,,,,,,,,,,,,
1294466263.03,00:1C:F0:CB:EC:95,-78,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:5B,-68,00:1C:F0:CB:EC:92,-67,00:0C:42:68:DE:D3,-83,,,,,,,,,,,,,,
1294466285.98,00:1C:F0:CB:EC:95,-79,00:1C:F0:CB:EC:5B,-72,00:1C:F0:CB:EC:92,-67,00:0C:42:68:DE:D3,-82,00:1C:F0:CB:EC:89,-72,,,,,,,,,,,,,,
1294466308.93,00:1C:F0:CB:EC:5B,-69,00:0C:42:68:DE:D3,-82,00:1C:F0:CB:EC:89,-72,,,,,,,,,,,,,,,,,,
1294466331.89,00:1C:F0:CB:EC:5B,-70,00:1C:F0:CB:EC:89,-71,00:1C:F0:CB:EC:92,-57,00:1C:F0:CB:EC:95,-81,,,,,,,,,,,,,,,,
1294466374.81,00:0C:42:68:DE:D3,-83,00:1C:F0:CB:EC:70,-84,00:1C:F0:CB:EC:5B,-68,,,,,,,,,,,,,,,,,,
1294466397.75,00:1C:F0:CB:EC:92,-73,00:1C:F0:CB:EC:89,-78,,,,,,,,,,,,,,,,,,,,
1294466420.7,00:1C:F0:CB:EC:89,-73,00:1C:F0:CB:EC:95,-82,00:15:6D:65:17:B6,-73,00:1C:F0:CB:EC:92,-68,00:1C:F0:CB:EC:5B,-72,,,,,,,,,,,,,,
1294466443.64,00:1C:F0:CB:EC:89,-76,00:1C:F0:CB:EC:95,-81,00:15:6D:65:17:B6,-75,,,,,,,,,,,,,,,,,,
1294466466.38,00:1C:F0:CB:EC:89,-71,00:1C:F0:CB:EC:95,-81,00:15:6D:65:17:B6,-75,00:1C:F0:CB:EC:92,-70,00:1C:F0:CB:EC:5B,-67,,,,,,,,,,,,,,
1294466489.23,,,,,,,,,,,,,,,,,,,,,,,,
