starttime_asc,starttime,endtime,scaninfo.00:0C:42:68:DE:D3.signallevel,scaninfo.00:15:6D:65:17:B6.signallevel,scaninfo.00:15:6D:67:1D:F3.signallevel,scaninfo.00:19:5B:6C:BC:D9.signallevel,scaninfo.00:19:5B:6C:C0:25.signallevel,scaninfo.00:19:5B:6C:C0:2A.signallevel,scaninfo.00:19:5B:77:A5:EE.signallevel,scaninfo.00:19:5B:ED:BC:68.signallevel,scaninfo.00:1C:F0:CB:E9:21.signallevel,scaninfo.00:1C:F0:CB:E9:25.signallevel,scaninfo.00:1C:F0:CB:EC:14.signallevel,scaninfo.00:1C:F0:CB:EC:5B.signallevel,scaninfo.00:1C:F0:CB:EC:70.signallevel,scaninfo.00:1C:F0:CB:EC:89.signallevel,scaninfo.00:1C:F0:CB:EC:92.signallevel,scaninfo.00:1C:F0:CB:EC:95.signallevel,scaninfo.00:22:B0:42:7F:FB.signallevel
Wed Jan 12 08:37:28 2011,1294801648.5,1294801651.28,-83,-71,,,,,-83,,,,,-69,,-72,-53,,
Wed Jan 12 08:37:51 2011,1294801671.35,1294801674.03,-85,-72,-86,,,,,,,,,-80,,-77,-62,-81,
Wed Jan 12 08:38:34 2011,1294801714.17,1294801716.94,-84,-72,,,,,-85,,,,,-68,,-74,-68,,
Wed Jan 12 08:38:57 2011,1294801737.01,1294801739.78,-84,,,,,,-85,,,,,-69,,-82,-55,-81,
Wed Jan 12 08:39:19 2011,1294801759.83,1294801762.61,-85,-73,-86,,,,,,,,,-70,,-72,-67,-80,
Wed Jan 12 08:39:42 2011,1294801782.68,1294801785.46,,-73,-85,,,,,,,,,-68,,-81,-60,-81,
Wed Jan 12 08:40:05 2011,1294801805.52,1294801808.2,-84,,,,,,,,,,,-73,,,-78,-79,
Wed Jan 12 08:40:28 2011,1294801828.27,1294801831.05,,,,,,,-85,,,,,-68,-85,-72,-54,-80,
Wed Jan 12 08:40:51 2011,1294801851.13,1294801853.8,,,,,,,-84,,,,,-67,,-72,,-80,
Wed Jan 12 08:41:33 2011,1294801893.95,1294801896.72,-84,-71,,,,,,,,,,-70,,-72,-58,-79,
Wed Jan 12 08:41:56 2011,1294801916.79,1294801919.57,,-70,,,,,-84,,,,,-70,,-72,-53,-77,
Wed Jan 12 08:42:19 2011,1294801939.64,1294801942.42,,-70,,,,,-76,,,,,-67,-85,-82,-78,-80,
Wed Jan 12 08:42:42 2011,1294801962.48,1294801965.17,-84,-72,,,,,-83,,,,,,,,-57,-82,
Wed Jan 12 08:43:05 2011,1294801985.23,1294801988.0,-84,-71,,,,,,,,,,-69,,-75,-55,,
Wed Jan 12 08:43:28 2011,1294802008.08,1294802010.85,,-72,,,,,,,,,,-70,,-75,-65,-80,
Wed Jan 12 08:43:50 2011,1294802030.92,1294802033.69,-85,-72,,,,,,,,,,-71,-84,-72,-68,-80,
Wed Jan 12 08:44:33 2011,1294802073.85,1294802076.63,,,,,,,-84,,,,,-71,,-75,-57,-80,
Wed Jan 12 08:44:56 2011,1294802096.71,1294802099.59,,-73,-86,,,,-83,,,,,-70,,-72,-57,-80,
Wed Jan 12 08:45:19 2011,1294802119.67,1294802122.44,-82,-70,,,,,-83,,,,,-69,-84,-72,-65,-79,
Wed Jan 12 08:45:42 2011,1294802142.51,1294802145.29,,-82,,,,,,,,,,-70,,-72,-67,-81,
Wed Jan 12 08:46:05 2011,1294802165.34,1294802168.12,,-73,,,,,,,,,,-70,,-72,,-82,
Wed Jan 12 08:46:28 2011,1294802188.18,1294802190.85,,-72,,,,,,,,,,-70,,-78,,-78,
Wed Jan 12 08:46:50 2011,1294802210.91,1294802213.69,,,,,,,,,,,,-73,,-72,-54,-79,
Wed Jan 12 08:47:33 2011,1294802253.82,1294802256.5,,,,,,,,,,,,,,-72,,-79,
Wed Jan 12 08:47:56 2011,1294802276.57,1294802279.34,-83,-82,,,,,,,,,,-69,,-73,-61,-79,
Wed Jan 12 08:48:19 2011,1294802299.41,1294802302.19,-84,-81,,,,,-83,,,,,-69,,-78,-54,-81,
Wed Jan 12 08:48:42 2011,1294802322.27,1294802325.05,-83,-72,,,,,-83,,,,,,,-71,-54,-78,
Wed Jan 12 08:49:05 2011,1294802345.11,1294802347.79,-83,-72,,,,,-83,,,,,-68,,-72,,-79,
Wed Jan 12 08:49:27 2011,1294802367.86,1294802370.63,,-73,,,,,-81,,,,,-70,,-74,-55,-80,
Wed Jan 12 08:49:50 2011,1294802390.71,1294802393.58,,-72,,,,,-84,,,,,-70,,-72,-67,-81,
Wed Jan 12 08:50:33 2011,1294802433.71,1294802436.48,,-81,,,,,-84,,,,,-68,,-78,,-81,
Wed Jan 12 08:50:56 2011,1294802456.56,1294802459.33,-83,-72,,,,,-83,,,,,-63,,-78,-60,-77,
Wed Jan 12 08:51:19 2011,1294802479.4,1294802482.18,-82,-72,-86,,,,-84,,,,,-67,,-73,-55,-79,
Wed Jan 12 08:51:42 2011,1294802502.24,1294802505.02,-84,-74,-87,,,,,,,,,-70,,-75,-58,-80,
Wed Jan 12 08:52:05 2011,1294802525.08,1294802527.85,-81,-76,,,,,,,,,,-82,,,-62,-79,
Wed Jan 12 08:52:27 2011,1294802547.92,1294802550.7,-82,-77,-84,,,,-85,,,,,-69,,-73,-82,,
Wed Jan 12 08:52:50 2011,1294802570.77,1294802573.55,,,,,,,,,,,,-70,,-75,-62,-80,
Wed Jan 12 08:53:33 2011,1294802613.69,1294802616.46,,-72,,,,,-85,,,,,-69,,-72,-63,-80,
Wed Jan 12 08:53:56 2011,1294802636.53,1294802639.4,-84,-73,,,,,-84,,,-87,,-67,-84,-72,-68,-80,
Wed Jan 12 08:54:19 2011,1294802659.47,1294802662.15,-84,,-87,,,,,,,,,-69,,-76,-64,-80,
Wed Jan 12 08:54:42 2011,1294802682.22,1294802684.89,-85,-71,,,,,,,,,,-69,-84,-78,-63,-79,
Wed Jan 12 08:55:04 2011,1294802704.95,1294802707.73,,-71,,,,,,,,,,-71,,-77,-68,-78,
Wed Jan 12 08:55:27 2011,1294802727.8,1294802730.68,-85,-72,,,,,,,,,,-71,,-78,-57,-79,
Wed Jan 12 08:55:50 2011,1294802750.75,1294802753.52,-84,-73,,,,,-84,,,,,-71,,-76,-57,-79,
Wed Jan 12 08:56:33 2011,1294802793.66,1294802796.33,,,,,,,,,,,,-70,,-77,-68,-80,
Wed Jan 12 08:56:56 2011,1294802816.4,1294802819.07,-83,,,,,,,,,,,-69,,-73,,-79,
Wed Jan 12 08:57:19 2011,1294802839.13,1294802841.9,-83,-73,,,,,,,,,,-68,,-71,-54,-80,
Wed Jan 12 08:57:41 2011,1294802861.96,1294802864.74,-84,,,,,,-84,,,,,-72,,-75,-55,-80,
Wed Jan 12 08:58:04 2011,1294802884.81,1294802887.58,-84,,,,,,-83,,,,,-70,,-75,-70,-79,
Wed Jan 12 08:58:27 2011,1294802907.65,1294802910.42,,-72,,,,,-84,,,,,-70,,-72,-63,-81,
Wed Jan 12 08:58:50 2011,1294802930.48,1294802933.26,-82,-75,-86,,,,-83,,,,,-66,,-74,-73,-81,
Wed Jan 12 08:59:33 2011,1294802973.39,1294802976.17,-82,-72,,,,,-83,,,,,-71,,-72,-68,-80,
Wed Jan 12 08:59:56 2011,1294802996.24,1294802998.91,-84,-81,,,,,,,,,,-70,,-77,-54,-80,
Wed Jan 12 09:00:18 2011,1294803018.98,1294803021.75,-82,,,,,,,,,,,-68,,-71,-54,-82,
Wed Jan 12 09:00:41 2011,1294803041.81,1294803044.49,,,,,,,,,,,,-80,,-78,-55,-79,
Wed Jan 12 09:01:04 2011,1294803064.56,1294803067.34,,-76,-86,,,,,,,,,-70,,-72,-63,,
Wed Jan 12 09:01:27 2011,1294803087.4,1294803090.07,-84,-73,,,,,-82,,,,,-72,-85,-70,-55,-78,
Wed Jan 12 09:01:50 2011,1294803110.14,1294803112.82,,-75,,,,,,,,,,-72,,-76,,-81,
Wed Jan 12 09:02:32 2011,1294803152.95,1294803155.73,-83,,,,,,-84,,,,,-71,,-76,-55,-78,
Wed Jan 12 09:02:55 2011,1294803175.78,1294803178.56,-84,-72,,,,,-84,,,,,,,-72,-68,-81,
Wed Jan 12 09:03:18 2011,1294803198.62,1294803201.4,-83,-68,,,,,-85,,,,,-71,,-72,-69,-81,
Wed Jan 12 09:03:41 2011,1294803221.49,1294803224.26,-84,-72,-86,,,,,,,,,-73,,-72,-58,-79,
Wed Jan 12 09:04:04 2011,1294803244.35,1294803247.12,,-71,,,,,,,,,,,,,-68,-81,
Wed Jan 12 09:04:27 2011,1294803267.2,1294803269.98,-83,-70,,,,,,,,,,-69,,-73,-54,,
Wed Jan 12 09:04:50 2011,1294803290.04,1294803292.82,,-73,,,,,,,,,,-69,,-77,-62,-80,
Wed Jan 12 09:05:32 2011,1294803332.96,1294803335.74,,-70,,,,,-84,,,,,-71,,-73,-57,-82,
Wed Jan 12 09:05:55 2011,1294803355.83,1294803358.6,-86,,,,,,-84,,,,,-69,,-72,-63,-81,
Wed Jan 12 09:06:18 2011,1294803378.67,1294803381.44,-83,-74,-85,,,,-84,,,,,-70,,-76,-69,-80,
Wed Jan 12 09:06:41 2011,1294803401.5,1294803404.27,-82,-78,,,,,,,,,,-67,,-72,,-81,
Wed Jan 12 09:07:04 2011,1294803424.34,1294803427.02,-84,,,,,,,,,,,-69,,,-67,,
Wed Jan 12 09:07:27 2011,1294803447.07,1294803449.85,-84,-73,,,,,-84,,,,,-72,,-77,-54,-82,
Wed Jan 12 09:07:49 2011,1294803469.91,1294803472.59,-84,-73,,,,,-85,,,,,-71,,-73,-62,,
Wed Jan 12 09:08:32 2011,1294803512.74,1294803515.51,-83,,,,,,,,,,,-70,,-76,-78,-79,
Wed Jan 12 09:08:55 2011,1294803535.58,1294803538.25,-84,,,,,,-82,,,,,,,-77,-54,-81,
Wed Jan 12 09:09:18 2011,1294803558.33,1294803561.2,-83,-73,,,,,-84,,,,,-75,,-81,-54,-81,
Wed Jan 12 09:09:41 2011,1294803581.27,1294803584.15,-84,-73,-87,,,,-84,,,,,-72,,-69,-79,-79,
Wed Jan 12 09:10:04 2011,1294803604.22,1294803607.0,-84,,,,,,-84,,,,,-71,,-72,-69,-80,
Wed Jan 12 09:10:27 2011,1294803627.06,1294803629.83,,,,,,,-84,,,,,-72,,-72,-79,-79,
Wed Jan 12 09:10:49 2011,1294803649.89,1294803652.67,-84,,,,,,,,,,,-75,-86,-74,-54,-79,
Wed Jan 12 09:11:32 2011,1294803692.81,1294803695.49,-83,,,,,,,,,,,-72,,-76,,,
Wed Jan 12 09:11:55 2011,1294803715.55,1294803718.31,-84,,,,,,-84,,,,,-70,,-72,-79,-80,
Wed Jan 12 09:12:18 2011,1294803738.39,1294803741.17,-83,,-86,,,,-84,,,,,-70,-85,-74,-54,-80,
Wed Jan 12 09:12:41 2011,1294803761.23,1294803764.01,,-81,,,,,,,,,,-69,,-72,-68,-82,
Wed Jan 12 09:13:04 2011,1294803784.06,1294803786.84,-85,,,,,,,,,,,-69,-85,-77,,-81,
Wed Jan 12 09:13:26 2011,1294803806.92,1294803809.7,-84,,,,,,,,,,,-69,,-77,,-81,
Wed Jan 12 09:13:49 2011,1294803829.76,1294803832.54,,,,,,,,,,,,-72,,,,-82,
Wed Jan 12 09:14:32 2011,1294803872.69,1294803875.36,-83,,,,,,,,,,,-69,,-72,-55,-78,
Wed Jan 12 09:14:55 2011,1294803895.43,1294803898.11,-84,,,,,,,,,,,-69,,-77,-55,-79,
Wed Jan 12 09:15:18 2011,1294803918.19,1294803920.96,-83,-74,-86,,,,,,,,,-71,,-77,-55,-80,
Wed Jan 12 09:15:41 2011,1294803941.04,1294803943.81,-82,-71,,,,,-81,,,,,-66,-84,-78,-69,-80,
Wed Jan 12 09:16:03 2011,1294803963.88,1294803966.55,-84,-71,,,,,,,,,,-70,,-72,,,
Wed Jan 12 09:16:26 2011,1294803986.61,1294803989.38,,-73,,,,,-80,,,,,-70,,-72,,-81,
Wed Jan 12 09:16:49 2011,1294804009.45,1294804012.12,,-70,,,,,,,,,,-71,,-72,,-80,
Wed Jan 12 09:17:32 2011,1294804052.28,1294804055.05,-84,-72,,,,,-82,,,,,-70,,-72,-63,,
Wed Jan 12 09:17:55 2011,1294804075.12,1294804077.89,-85,-72,,,,,-83,,,,,-80,,-76,-69,-81,
Wed Jan 12 09:18:17 2011,1294804097.97,1294804100.74,-83,-72,,,,,,,,,,-81,,-71,-79,-79,
Wed Jan 12 09:18:40 2011,1294804120.81,1294804123.58,,,,,,,,,,,,-76,,-75,,-81,
Wed Jan 12 09:19:03 2011,1294804143.64,1294804146.51,,-71,,,,,,,,,,-69,,-76,-55,-82,
Wed Jan 12 09:19:26 2011,1294804166.58,1294804169.35,-84,-82,,,,,,,,,,-70,,-77,-69,,
Wed Jan 12 09:19:49 2011,1294804189.41,1294804192.19,,-75,-87,,,,,,,,,,,-78,-57,-79,
Wed Jan 12 09:20:32 2011,1294804232.34,1294804235.11,-84,-71,,,,,-85,,,,,-69,,-72,,-81,
Wed Jan 12 09:20:55 2011,1294804255.18,1294804257.95,-84,,-86,,,,,,,,,-69,,-73,-79,-82,
Wed Jan 12 09:21:18 2011,1294804278.02,1294804280.7,-84,-72,,,,,-83,,,,,-70,,-77,,-80,
Wed Jan 12 09:21:40 2011,1294804300.76,1294804303.53,-85,-71,,,,,-84,,,,,-71,,-77,-55,-82,
Wed Jan 12 09:22:03 2011,1294804323.61,1294804326.38,-83,-73,-86,,,,-85,,,,,-70,,-76,,-82,
Wed Jan 12 09:22:26 2011,1294804346.44,1294804349.22,,-71,,,,,,,,,,-70,,-73,,,
Wed Jan 12 09:22:49 2011,1294804369.3,1294804371.97,-83,-71,,,,,-83,,,,,-71,,-73,-68,-81,
Wed Jan 12 09:23:32 2011,1294804412.1,1294804414.87,-84,-72,-88,,,,-84,,,,,-69,,-77,-68,-81,
Wed Jan 12 09:23:54 2011,1294804434.95,1294804437.73,-85,,,,,,-84,,,,,-69,,-78,-62,-81,
Wed Jan 12 09:24:17 2011,1294804457.8,1294804460.48,,,,,,,-83,,,,,-79,,-72,-54,-79,
Wed Jan 12 09:24:40 2011,1294804480.54,1294804483.32,-84,-73,,,,,,,,,,-70,,-73,-54,-81,
Wed Jan 12 09:25:03 2011,1294804503.39,1294804506.17,-83,-74,,,,,,,,,,-69,,,-60,-81,
Wed Jan 12 09:25:26 2011,1294804526.27,1294804529.14,-84,-74,,,,,,,,,,-74,,-75,-57,-79,
Wed Jan 12 09:25:49 2011,1294804549.21,1294804551.89,-83,,,,,,,,,,,,,-72,,-80,
Wed Jan 12 09:26:11 2011,1294804571.95,1294804574.73,,,-87,,,,,,,,,-73,,-74,-63,-79,
Wed Jan 12 09:26:34 2011,1294804594.8,1294804597.58,,-75,-85,,,,,,,,,,,,,-80,
Wed Jan 12 09:26:57 2011,1294804617.64,1294804620.41,-84,-75,,,,,,,,,,-70,-84,-71,,,
Wed Jan 12 09:27:20 2011,1294804640.49,1294804643.26,-82,-72,,,,,,,,,,-73,,-72,-70,-79,
Wed Jan 12 09:27:43 2011,1294804663.33,1294804666.21,-79,,,,,,,,,,,,,-70,,,
Wed Jan 12 09:28:06 2011,1294804686.29,1294804689.06,-84,-72,-87,,,,,,,,,-70,,-72,,,
Wed Jan 12 09:28:29 2011,1294804709.13,1294804711.8,-81,,,,,,,,,,,-74,,-76,,-80,
Wed Jan 12 09:28:51 2011,1294804731.87,1294804734.54,,,,,,,,,,,,-75,,,-70,-81,
Wed Jan 12 09:29:34 2011,1294804774.7,1294804777.46,,-72,,,,,,,,,,-71,,-68,-58,-82,
Wed Jan 12 09:29:57 2011,1294804797.54,1294804800.31,-83,-81,,,,,,,,,,-72,,-73,-66,-78,
Wed Jan 12 09:30:20 2011,1294804820.39,1294804823.07,-83,-72,,,,,,,,,,-72,,-72,-67,-81,
Wed Jan 12 09:30:43 2011,1294804843.15,1294804845.93,-82,,,,,,,,,,,-72,,,-66,-81,
Wed Jan 12 09:31:05 2011,1294804865.99,1294804868.76,-84,-72,,,,,,,,,,-72,-86,-73,-54,-81,
Wed Jan 12 09:31:28 2011,1294804888.83,1294804891.6,,,,,,,,,,,,,,-78,-63,-81,
Wed Jan 12 09:31:51 2011,1294804911.67,1294804914.34,-83,-73,,,,,,,,,,-80,,-82,-55,-79,
Wed Jan 12 09:32:34 2011,1294804954.49,1294804957.36,,-70,,,,,,,,,,-71,,-74,-73,-80,
Wed Jan 12 09:32:57 2011,1294804977.42,1294804980.19,-83,-71,,,,,-81,,,,,-72,,,-69,-80,
Wed Jan 12 09:33:20 2011,1294805000.26,1294805003.04,-84,-72,,,,,-84,,,,,-68,,-73,-56,-80,
Wed Jan 12 09:33:43 2011,1294805023.11,1294805025.88,-83,-81,,,,,-83,,,,,-69,,-72,,-79,
Wed Jan 12 09:34:05 2011,1294805045.94,1294805048.72,-83,-81,,,,,-81,,,,,-69,,-73,,-82,
Wed Jan 12 09:34:28 2011,1294805068.79,1294805071.56,,-72,,,,,,,,,,,,,,-77,
Wed Jan 12 09:34:51 2011,1294805091.62,1294805094.3,-84,-71,,,,,,,,,,-72,,-73,,,
Wed Jan 12 09:35:34 2011,1294805134.43,1294805137.2,,-70,,,,,,,,,,-69,,-72,-69,-81,
Wed Jan 12 09:35:57 2011,1294805157.26,1294805159.94,-84,-73,,,,,,,,,,-70,,-72,-69,,
Wed Jan 12 09:36:20 2011,1294805180.0,1294805182.78,-82,-73,,,,,-86,,,,,-81,,-69,-70,-81,
Wed Jan 12 09:36:42 2011,1294805202.85,1294805205.62,-83,,,,,,,,,,,-80,,-82,,,
Wed Jan 12 09:37:05 2011,1294805225.71,1294805228.58,,-70,,,,,,,,,,-73,,-76,,-81,
Wed Jan 12 09:37:28 2011,1294805248.65,1294805251.43,,-72,,,,,,,,,,-73,,,-61,,
Wed Jan 12 09:37:51 2011,1294805271.5,1294805274.27,-84,,,,,,-84,,,,,-78,,-73,-55,-82,
Wed Jan 12 09:38:34 2011,1294805314.41,1294805317.29,-83,-72,,,,,-79,,,,,-72,,,,-78,
Wed Jan 12 09:38:57 2011,1294805337.35,1294805340.03,,-75,,,,,-80,,,,,-63,,,-60,-81,
Wed Jan 12 09:39:20 2011,1294805360.09,1294805362.76,-84,-71,,,,,-81,,,,,-82,,-81,-67,-79,
Wed Jan 12 09:39:42 2011,1294805382.83,1294805385.6,,-73,,,,,-83,,,,,,,-69,-59,-81,
Wed Jan 12 09:40:05 2011,1294805405.68,1294805408.34,-82,,,,,,-81,,,,,,,,-56,,
Wed Jan 12 09:40:28 2011,1294805428.43,1294805431.21,-81,,,,,,,,,,,,,-77,,-78,
Wed Jan 12 09:40:51 2011,1294805451.29,1294805454.16,-81,-75,,,,,-83,,,,,-71,,-73,-54,-79,
Wed Jan 12 09:41:34 2011,1294805494.29,1294805497.07,,,,,,,,,,,,-70,,-79,-61,-80,
Wed Jan 12 09:41:57 2011,1294805517.15,1294805520.03,-81,-73,,,,,,,,,,-79,,-78,-56,-81,
Wed Jan 12 09:42:20 2011,1294805540.1,1294805542.87,,,,,,,,,,,,-69,,,-60,-81,
Wed Jan 12 09:42:42 2011,1294805562.94,1294805565.72,-82,,,,,,,,,,,-69,,-72,-54,,
Wed Jan 12 09:43:05 2011,1294805585.8,1294805588.58,-84,-75,-89,,,,-85,,,,,-67,,-75,-68,-82,
Wed Jan 12 09:43:28 2011,1294805608.64,1294805611.42,-83,-78,,,,,,,,,,-64,,-75,,-78,
Wed Jan 12 09:43:51 2011,1294805631.5,1294805634.28,,-74,,,,,,,,,,-69,,-77,-69,-80,
Wed Jan 12 09:44:34 2011,1294805674.41,1294805677.29,-82,-74,,,,,,,,,,-66,,-75,-75,,
Wed Jan 12 09:44:57 2011,1294805697.36,1294805700.13,-83,,,,,,,,,,,-64,,-75,-67,-79,
Wed Jan 12 09:45:20 2011,1294805720.21,1294805722.99,,-72,,,,,-84,,,,,-75,,-75,-67,-81,
Wed Jan 12 09:45:43 2011,1294805743.06,1294805745.83,-82,-72,,,,,-81,,,,,-66,,-74,-61,-81,
Wed Jan 12 09:46:05 2011,1294805765.89,1294805768.67,,-71,,,,,,,,,,-75,,-70,-63,-77,
Wed Jan 12 09:46:28 2011,1294805788.75,1294805791.53,-83,-72,,,,,,,,,,-69,,-72,-69,-79,
Wed Jan 12 09:46:51 2011,1294805811.61,1294805814.39,-83,,,,,,,,,,,-67,-85,-78,,-79,
Wed Jan 12 09:47:34 2011,1294805854.53,1294805857.31,-82,-76,,,,,,,,,,-70,,-72,-64,-80,
Wed Jan 12 09:47:57 2011,1294805877.38,1294805880.16,-83,-73,,,,,,,,,,-72,,-72,-63,-79,
Wed Jan 12 09:48:20 2011,1294805900.22,1294805902.9,-83,,,,,,,,,,,-69,,-78,-68,-80,
Wed Jan 12 09:48:42 2011,1294805922.96,1294805925.74,,-74,,,,,,,,,,-72,,,-58,-81,
Wed Jan 12 09:49:05 2011,1294805945.81,1294805948.58,-80,,,,,,,,,,,-70,,-80,-68,-80,
Wed Jan 12 09:49:28 2011,1294805968.66,1294805971.54,,-72,,,,,,,,,,-70,,-78,,-81,
Wed Jan 12 09:49:51 2011,1294805991.6,1294805994.37,-82,-73,,,,,-83,,,,,,,-77,-69,-82,
Wed Jan 12 09:50:34 2011,1294806034.5,1294806037.28,-83,,,,,,,,,,,-69,,-78,-63,-78,
Wed Jan 12 09:50:57 2011,1294806057.34,1294806060.11,-82,,,,,,,,,,,-81,,,-62,-79,
Wed Jan 12 09:51:20 2011,1294806080.17,1294806082.95,-83,-72,,,,,,,,,,-76,,-81,-55,-82,
Wed Jan 12 09:51:43 2011,1294806103.01,1294806105.78,,,,,,,-84,,,,,-71,,-77,-54,,
Wed Jan 12 09:52:05 2011,1294806125.86,1294806128.54,,,,,,,-84,,,,,-75,-84,-75,-69,-79,
Wed Jan 12 09:52:28 2011,1294806148.61,1294806151.39,-85,-72,,,,,-83,,,,,-71,,-73,-63,-79,
Wed Jan 12 09:52:51 2011,1294806171.47,1294806174.24,-84,-73,,,,,-83,,,,,-80,,-73,-55,-79,
Wed Jan 12 09:53:34 2011,1294806214.38,1294806217.15,-84,,,,,,-84,,,,,-71,,-71,-69,-80,
Wed Jan 12 09:53:57 2011,1294806237.22,1294806239.99,-82,,,,,,-85,,,,,-77,,-75,-63,,
Wed Jan 12 09:54:20 2011,1294806260.05,1294806262.73,,-72,,,,,-83,,,,,-69,,-72,-57,-79,
Wed Jan 12 09:54:42 2011,1294806282.79,1294806285.47,,,,,,,,,,,,-73,,-78,-79,-79,
Wed Jan 12 09:55:05 2011,1294806305.54,1294806308.21,,,,,,,,,,,,-70,,-78,-55,-81,
Wed Jan 12 09:55:28 2011,1294806328.27,1294806330.95,-84,-71,,,,,-83,,,,,-71,,,-54,-82,
Wed Jan 12 09:55:51 2011,1294806351.02,1294806353.79,-81,-72,,,,,-85,,,,,-69,,-72,-68,-82,
Wed Jan 12 09:56:33 2011,1294806393.93,1294806396.71,-81,-72,-87,,,,,,,,,-72,,-77,-80,-79,
Wed Jan 12 09:56:56 2011,1294806416.77,1294806419.54,-81,,,,,,-83,,,,,-79,,,-62,,
Wed Jan 12 09:57:19 2011,1294806439.62,1294806442.4,-82,,,,,,,,,,,-76,,-70,-78,-80,
Wed Jan 12 09:57:42 2011,1294806462.46,1294806465.14,-83,-75,,,,,-85,,,,,,,,,,
Wed Jan 12 09:58:05 2011,1294806485.2,1294806487.97,-80,,,,,,,,,,,-75,-84,-76,-58,-82,
Wed Jan 12 09:58:28 2011,1294806508.03,1294806510.81,-82,-72,,,,,,,,,,,,-75,-61,-80,
Wed Jan 12 09:58:50 2011,1294806530.88,1294806533.65,,-74,,,,,,,,,,-71,,-76,-80,-79,
Wed Jan 12 09:59:33 2011,1294806573.79,1294806576.57,-84,-73,,,,,,,,,,-81,-84,-72,-58,-81,
Wed Jan 12 09:59:56 2011,1294806596.64,1294806599.31,-84,-72,,,,,,,,,,-70,,-73,,,
Wed Jan 12 10:00:19 2011,1294806619.38,1294806622.15,-82,-72,-86,,,,,,,,,-76,,-75,-76,-80,
Wed Jan 12 10:00:42 2011,1294806642.22,1294806645.0,-83,,,,,,-80,,,,,,,,-80,-80,
Wed Jan 12 10:01:05 2011,1294806665.08,1294806667.75,,-72,,,,,,,,,,,,-76,-53,,
Wed Jan 12 10:01:27 2011,1294806687.82,1294806690.6,-82,-71,,,,,,,,,,-71,-84,-72,,-82,
Wed Jan 12 10:01:50 2011,1294806710.67,1294806713.55,,,,,,,,,,,,-71,,-75,-69,-80,
Wed Jan 12 10:02:33 2011,1294806753.7,1294806756.46,-82,-72,,,,,,,,,,-78,-84,,-54,-83,
Wed Jan 12 10:02:56 2011,1294806776.54,1294806779.31,-83,,,,,,-84,,,,,,,,,-80,
Wed Jan 12 10:03:19 2011,1294806799.38,1294806802.25,-83,-72,,,,,-83,,,,,-79,,-78,-57,-81,
Wed Jan 12 10:03:42 2011,1294806822.32,1294806825.09,-81,-73,,,,,,,,,,-70,,-77,,-81,
Wed Jan 12 10:04:05 2011,1294806845.16,1294806847.93,-84,,,,,,-82,,,,,-70,,-81,-58,,
Wed Jan 12 10:04:28 2011,1294806868.0,1294806870.78,-83,,,,,,-84,,,,,-70,,-76,-57,,
Wed Jan 12 10:04:50 2011,1294806890.84,1294806893.52,-82,-73,,,,,-84,,,,,-70,,-72,,-80,
Wed Jan 12 10:05:33 2011,1294806933.66,1294806936.43,-82,-71,,,,,-85,,,,,-72,,-77,-62,-81,
Wed Jan 12 10:05:56 2011,1294806956.5,1294806959.27,,,,,,,-86,,,,,-70,,,-55,,
Wed Jan 12 10:06:19 2011,1294806979.34,1294806982.11,-83,-74,,,,,-84,,,,,-73,,-83,-54,-80,
Wed Jan 12 10:06:42 2011,1294807002.19,1294807004.95,-81,-73,,,,,-84,,,,,-72,,-73,-54,-78,
Wed Jan 12 10:07:05 2011,1294807025.01,1294807027.79,,-72,,,,,,,,,,-72,,-72,-67,-81,
Wed Jan 12 10:07:27 2011,1294807047.85,1294807050.63,,,,,,,,,,,,-70,,,-63,-79,
Wed Jan 12 10:07:50 2011,1294807070.69,1294807073.46,,,,,,,,,,,,-69,,-73,-69,,
Wed Jan 12 10:08:33 2011,1294807113.61,1294807116.38,,,,,,,-83,,,,,,,-74,-63,,
Wed Jan 12 10:08:56 2011,1294807136.46,1294807139.24,,,,,,,-84,,,,,-70,,-72,-78,-79,
Wed Jan 12 10:09:19 2011,1294807159.31,1294807162.08,-83,-72,,,,,,,,,,-71,,-77,-54,-81,
Wed Jan 12 10:09:42 2011,1294807182.15,1294807184.92,,-72,,,,,,,,,,,-84,,-57,-79,
Wed Jan 12 10:10:04 2011,1294807204.99,1294807207.76,,-73,-86,,,,,,,,,-70,,-78,,-80,
Wed Jan 12 10:10:27 2011,1294807227.82,1294807230.69,-82,-73,,,,,,,,,,-70,,-76,,-79,
Wed Jan 12 10:10:50 2011,1294807250.75,1294807253.52,-83,,,,,,,,,,,-67,,-79,-79,-80,
Wed Jan 12 10:11:33 2011,1294807293.67,1294807296.45,,-73,-87,,,,,,,,,-70,,-75,-67,-79,
Wed Jan 12 10:11:56 2011,1294807316.51,1294807319.28,,-72,-86,,,,,,,,,-81,,,-68,-81,
Wed Jan 12 10:12:19 2011,1294807339.37,1294807342.25,-83,-72,,,,,,,,,,-70,,-76,-63,-80,
Wed Jan 12 10:12:42 2011,1294807362.32,1294807365.09,,-72,,,,,,,,,,-78,,,-63,-79,
Wed Jan 12 10:13:05 2011,1294807385.15,1294807387.92,-82,-72,,,,,,,,,,-72,,-77,-63,-82,
Wed Jan 12 10:13:27 2011,1294807408.0,1294807410.76,-83,-72,,,,,-82,,,,,,,-76,-54,-81,
